BL040126	BL040223	BL040322	BL040419	BL040525	BL040628	BL040719	BL040831	BL040929	BL041019	BL041116	BL041214	BL050120	BL050215	BL050309	BL050413	BL050510	BL050607	BL050705	BL050803	BL050913	BL051004	BL051108	BL051213	BL060111	BL060207	BL060307	BL060404	BL060516	BL060613	BL060704	BL060801	BL060912	BL061010	BL061107	BL061211	BL070116	BL070220	BL070320	BL070424	BL070515	BL070605	BL070703	BL070801	BL070912	BL071016	BL071113	BL071211	BL080115	BL080212	BL080311	BL080408	BL080507	BL080602	BL080702	BL080805	BL080902	BL081014	BL081113	BL081211	BL090113	BL090210	BL090317	BL090421	BL090512	BL090609	BL090721	BL090804	BL090915	BL091006	BL091105	BL091222	BL100120	BL100217	BL100322	BL100412	BL100525	BL100622	BL100706	BL100803	BL100914	BL101019	BL101116	BL101214	BL110112	BL110208	BL110314	BL110412	BL110517	BL110615	BL110704	BL110802	BL110913	BL111010	BL111129	BL111219	BL120110	BL120214	BL120313	BL120411	BL120518	BL120620	BL120703	BL120807	BL120913	BL121009	BL121106	BL121211	BL130115	BL130206	BL130312	BL130417	BL130507	BL130604	BL130709	BL130801	BL130917	BL131015	BL131105	BL131204
bp_ASV_000304	25	11	27	0	0	0	0	0	0	3	5	0	19	48	0	0	0	0	0	0	24	18	2	9	0	7	7	0	0	0	0	0	0	0	0	0	17	11	5	9	0	0	0	0	0	0	0	19	29	21	17	8	0	1	0	0	0	0	5	0	14	0	34	14	0	0	0	0	0	0	0	0	11	9	26	15	0	0	0	0	0	0	3	14	13	12	9	6	0	0	0	0	0	0	11	7	17	7	0	5	0	0	0	0	0	0	0	6	14	2	9	2	3	1	0	0	0	0	1	6
bn_ASV_000232	25	0	4	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	7	2	11	13	6	0	0	0	0	0	0	0	3	6	12	10	9	10	0	0	0	0	0	0	19	11	13	10	4	8	0	0	0	0	0	0	16	14	18	14	5	3	0	0	0	0	0	0	16	15	10	13	9	4	0	0	0	0	0	0	6	13	13	18	5	0	0	0	0	0	0	0	2	17	0	22	2	0	0	0	0	0	0	0	8	11
bp_ASV_000069	0	0	0	0	0	127	72	174	41	9	13	0	0	0	55	95	5	79	0	0	0	0	14	0	0	0	0	0	0	28	24	42	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	0	0	0	0	0	62	69	21	0	0	0	0	0	0	0	14	85	35	49	36	0	0	0	0	0	0	0	0	44	293	87	68	0	0	0	0	0	0	0	24	3	170	45	0	37	0	0	0	0	0	0	0	0	18	26	30	0	0	1	0	0	0	0	0	114	16	23	15	1	0
en_ASV_00397	13	0	29	0	0	0	1	0	30	9	12	33	17	7	27	0	0	11	4	0	0	66	10	1	64	0	20	0	17	16	0	0	4	5	221	12	6	5	0	0	0	0	0	0	0	5	92	6	25	28	0	6	0	0	0	0	46	13	45	20	87	0	0	0	3	2	1	0	0	30	41	0	80	8	4	0	2	2	0	0	4	20	46	29	42	23	24	1	0	0	1	0	9	12	53	51	18	32	45	1	0	0	0	0	0	1	51	43	10	46	78	0	0	0	0	0	2	0	0	268
bp_ASV_000367	8	4	4	0	0	0	0	0	0	0	0	0	20	44	0	0	0	0	0	0	26	2	1	17	8	13	16	0	0	0	0	0	0	0	0	0	15	9	3	0	0	0	0	0	0	0	0	7	9	4	3	2	0	0	0	0	0	0	3	0	15	7	0	1	0	0	0	0	0	0	0	9	7	16	1	0	3	0	0	0	0	0	14	34	10	8	2	0	0	0	0	0	0	0	0	0	13	13	32	0	0	0	0	0	0	0	2	5	1	12	4	0	0	0	0	0	0	0	0	5
en_ASV_01180	3	1	5	7	0	0	0	0	0	0	0	6	6	9	6	6	0	0	0	0	0	0	0	4	8	0	10	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	6	5	8	17	0	0	0	0	0	0	0	0	5	4	0	0	0	5	5	4	0	0	0	0	5	16	17	17	9	0	2	3	0	0	0	0	9	7	7	12	7	1	1	0	0	0	0	0	10	10	4	12	9	0	0	0	0	0	0	0	15	9	0	8	7	0	0	0	0	0	0	0	0	9
bp_ASV_000232	27	15	6	0	0	0	0	0	0	2	1	17	22	14	0	0	0	0	0	0	29	0	9	22	15	6	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	8	16	30	11	9	15	0	0	0	0	0	0	24	0	11	13	9	0	0	0	0	0	0	0	24	14	14	23	6	0	0	0	0	0	0	9	49	62	21	22	8	0	0	0	0	0	0	0	10	7	9	20	0	4	0	0	0	0	0	0	8	20	17	20	13	0	0	0	0	0	0	0	4	14
bn_ASV_000060	0	0	13	0	20	0	0	0	0	0	0	0	0	18	0	0	79	0	0	0	0	0	0	0	0	0	0	31	172	21	0	0	0	0	11	15	88	22	68	0	0	0	0	0	0	0	0	140	28	111	43	27	52	47	0	0	0	0	20	24	16	10	119	8	0	0	0	0	0	0	12	7	10	18	119	56	37	9	0	0	0	0	16	31	29	60	104	64	52	8	0	0	0	14	32	54	72	86	83	103	137	2	0	0	0	17	44	127	231	155	91	172	204	0	0	0	0	0	0	32
bn_ASV_000378	40	0	17	0	0	0	0	0	0	0	0	0	20	9	43	0	0	0	0	0	0	0	0	35	24	8	9	0	0	0	0	0	0	0	1	4	39	22	0	0	0	0	0	0	0	0	5	6	28	17	4	3	0	0	0	0	0	0	13	18	30	10	13	0	0	0	0	0	0	0	3	4	14	10	18	0	0	0	0	0	0	0	4	10	23	12	18	0	0	0	0	0	0	0	1	10	14	4	12	0	0	0	0	0	0	0	1	3	1	0	5	0	0	0	0	0	0	0	0	4
ep_ASV_00269	0	0	0	0	8	0	7	9	0	10	0	0	0	0	0	0	5	20	0	22	0	0	0	0	0	0	0	0	0	9	57	0	3	9	0	0	0	0	0	3	17	23	25	10	0	4	0	0	0	0	0	0	0	4	3	3	5	19	0	0	0	0	0	0	0	15	8	17	11	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	30	2	4	4	0	0	0	0	0	0	4	0	9	25	12	10	0	0	0	0	0	0	0	23	0	25	10	2	2	0
ep_ASV_00040	229	229	64	4	0	0	0	0	0	0	6	13	49	0	0	0	0	0	3	0	444	0	12	9	129	152	10	0	2	0	0	0	0	0	0	0	16	17	21	0	0	0	0	0	0	0	0	0	19	160	92	6	0	0	0	0	0	0	0	6	37	53	99	0	0	0	0	0	0	0	0	0	52	69	106	7	0	0	0	0	0	0	0	0	161	555	65	5	0	0	0	0	18	0	1	0	1	70	0	79	0	0	0	0	0	0	11	0	26	153	65	46	3	0	0	0	0	0	0	0
bn_ASV_000097	0	0	0	0	0	0	57	10	28	0	0	0	0	0	0	0	0	40	26	49	17	0	0	0	0	0	0	0	0	31	24	11	23	16	8	11	0	0	0	0	11	14	24	11	14	0	0	0	0	0	0	0	0	0	53	19	12	24	0	0	0	7	0	0	27	27	27	17	0	38	7	8	0	0	0	0	10	18	31	16	3	16	7	2	0	3	0	0	12	15	22	6	4	4	5	1	0	1	0	0	1	10	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	9	0
bp_ASV_000112	0	0	0	0	0	17	95	12	13	13	17	7	0	0	36	25	43	9	0	0	0	0	5	7	1	0	0	0	0	20	27	19	19	8	0	0	0	0	0	0	0	26	61	12	22	19	9	0	0	0	0	0	0	14	26	11	17	23	6	0	0	0	0	0	0	20	15	33	42	18	18	9	0	0	0	0	1	26	37	7	14	38	0	0	0	0	0	0	1	14	26	19	21	25	4	2	1	0	0	0	0	41	14	25	27	14	10	4	0	0	0	0	0	0	18	17	26	8	4	4
bn_ASV_000217	0	0	0	0	0	0	122	63	31	12	15	0	0	0	0	0	0	0	5	238	7	6	0	0	0	0	0	0	0	0	43	46	2	44	3	0	4	0	0	0	0	0	72	8	5	0	0	0	0	0	0	0	0	0	0	35	13	6	0	0	0	0	0	0	0	0	37	27	24	2	1	0	0	0	0	0	0	0	31	27	27	15	2	0	0	0	0	0	0	0	30	38	42	15	0	0	0	0	0	0	0	0	6	46	103	17	1	6	0	0	0	0	0	0	0	35	11	14	0	0
en_ASV_00715	60	9	5	5	0	0	0	0	0	2	0	0	21	12	7	0	0	0	0	0	0	0	6	14	46	14	2	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	12	21	48	19	7	4	0	0	0	0	0	0	7	50	12	0	0	0	0	0	0	0	0	0	30	18	34	11	26	0	0	0	0	0	0	0	17	14	27	8	12	4	0	0	0	0	0	1	27	23	23	6	10	4	0	0	0	0	0	0	29	20	11	0	4	3	0	0	0	0	0	0	0	0
bp_ASV_000054	0	0	0	0	4	42	57	25	28	19	11	0	0	0	35	60	135	37	0	75	0	0	0	0	0	0	0	0	0	54	66	41	14	16	0	0	0	0	0	0	0	55	71	28	20	16	0	0	0	0	0	0	0	46	66	42	0	35	13	0	0	0	0	0	0	67	57	44	76	38	0	0	0	0	0	0	0	53	75	0	0	29	0	0	0	0	0	0	12	41	86	33	33	27	0	0	0	0	0	0	0	65	22	34	38	12	6	10	0	0	0	0	0	5	65	51	23	17	0	8
bp_ASV_000077	0	0	0	0	36	46	19	3	15	13	6	0	0	0	22	22	38	24	2	61	0	0	11	0	0	0	0	0	7	63	129	15	10	8	0	8	0	0	0	5	100	21	24	6	20	5	5	0	0	0	0	0	2	110	25	17	14	27	0	0	0	0	0	0	0	53	23	11	14	12	0	3	0	0	0	0	14	61	45	23	52	39	3	0	0	0	0	5	92	19	45	20	20	44	0	3	0	0	0	1	4	44	25	38	20	18	8	2	2	0	0	0	0	62	32	24	22	46	8	2
ep_ASV_00029	2	100	47	7	0	0	0	0	0	0	14	26	15	15	0	0	0	0	0	0	36	4	0	145	82	42	8	0	0	0	0	0	0	0	0	88	205	303	233	33	20	0	0	0	0	5	42	88	133	78	98	7	0	0	0	0	0	0	19	41	78	61	49	0	0	0	0	0	0	7	101	39	55	51	28	13	10	0	0	0	0	71	81	297	789	15	32	10	0	0	0	0	0	12	0	67	48	59	0	83	7	0	0	0	0	0	46	63	79	59	78	33	0	0	0	0	0	0	0	75
bp_ASV_000102	66	40	21	0	0	0	0	0	2	5	34	73	42	42	4	0	0	0	0	0	67	4	17	51	51	26	10	0	0	2	0	0	0	3	0	37	23	34	0	4	0	0	0	0	0	8	36	43	58	43	21	0	6	0	0	0	0	0	44	0	59	19	33	0	0	6	0	0	0	0	27	45	88	26	34	20	0	0	0	0	0	0	36	9	20	43	15	6	0	0	0	0	0	2	38	17	12	25	0	6	0	0	0	0	0	7	25	18	15	26	11	9	1	1	0	0	0	0	2	36
bp_ASV_000001	103	3	0	0	14	132	1326	462	1014	668	72	269	134	0	316	882	88	775	0	38	0	0	274	96	79	0	0	0	0	187	305	917	884	999	1664	304	63	0	0	53	242	857	1032	1952	804	435	285	235	93	0	0	0	0	276	957	1513	1377	1191	136	0	94	13	57	0	55	477	1915	1311	852	1413	398	127	84	10	0	34	726	389	611	2477	1702	450	600	561	78	31	11	89	207	96	269	753	753	583	113	66	136	69	41	99	13	324	901	450	899	671	446	130	214	102	32	76	57	819	1187	1220	1094	1819	1365	253
bn_ASV_000308	11	0	15	7	0	0	0	0	0	1	0	6	22	11	20	0	0	0	0	0	0	0	0	0	11	8	9	0	0	0	0	0	0	0	1	1	10	7	0	0	1	0	0	0	0	0	4	7	8	6	6	17	0	0	0	0	0	0	4	2	17	12	5	2	0	2	0	0	0	0	0	6	13	25	16	0	0	1	0	0	0	0	0	9	10	10	14	3	0	2	0	0	0	0	2	8	10	11	11	0	0	0	0	0	0	0	5	3	0	0	5	0	0	0	0	0	0	0	5	2
bp_ASV_000062	0	0	0	0	0	0	104	35	26	25	10	0	0	0	62	91	74	107	0	0	0	0	22	0	0	0	0	0	0	0	35	67	35	18	0	0	0	0	0	0	0	0	13	41	61	41	0	0	0	0	0	0	0	0	16	23	68	29	0	0	0	0	0	0	0	0	63	83	114	42	29	0	0	0	0	0	0	0	26	7	75	29	0	0	0	0	0	0	10	0	41	54	57	39	0	0	0	0	0	0	0	13	29	95	110	39	19	2	0	0	0	0	0	0	24	62	52	16	8	7
bn_ASV_000143	0	0	0	0	0	21	46	0	0	13	0	0	0	0	0	0	0	45	0	39	0	0	0	0	0	0	0	0	14	37	0	6	0	0	0	0	0	0	0	0	26	35	16	0	16	0	0	0	0	0	0	0	7	37	82	0	4	7	0	0	0	0	0	0	33	27	23	28	0	16	0	0	0	0	0	0	16	26	17	10	1	5	0	0	0	0	0	0	10	22	11	7	3	2	0	0	0	0	0	0	6	14	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bp_ASV_000090	0	0	0	11	73	26	12	2	5	5	3	0	0	0	5	12	55	10	187	5	0	17	1	0	0	0	0	14	13	20	39	15	15	2	144	0	0	0	0	16	23	3	38	14	8	0	0	0	0	0	0	0	9	4	16	20	17	4	0	0	0	0	0	0	9	10	8	12	8	9	0	0	0	0	0	0	9	40	11	25	17	41	3	0	0	0	0	15	33	42	34	40	25	12	4	1	0	0	0	0	126	27	35	14	18	9	6	6	0	0	0	1	78	19	24	8	52	8	7	3
en_ASV_00583	20	11	21	33	0	0	0	0	0	0	0	0	13	34	11	18	0	0	0	0	0	0	0	0	24	13	65	0	0	0	0	0	0	0	0	0	1	40	12	0	0	0	0	0	0	0	0	9	25	52	31	32	0	0	0	0	0	0	9	2	26	16	16	5	1	3	0	0	0	0	0	0	10	64	67	0	2	3	0	0	0	0	6	10	13	46	49	4	0	1	0	0	0	0	5	14	6	42	63	0	2	0	0	0	0	0	10	16	0	58	83	0	0	0	0	0	0	0	0	0
bn_ASV_000087	4	0	8	0	0	3	67	4	69	27	14	36	25	1	12	0	0	23	78	127	26	84	21	1	16	1	5	0	4	4	33	20	29	31	14	11	6	2	0	0	0	5	10	20	3	2	4	2	3	1	1	0	0	7	7	30	47	29	7	13	6	5	0	0	3	1	12	3	74	10	11	0	4	0	1	11	4	8	12	19	43	22	7	9	5	6	1	6	6	21	14	26	41	20	7	8	13	5	0	6	4	40	25	79	25	29	9	12	26	17	1	0	4	64	32	25	37	75	5	13
bp_ASV_000045	14	8	0	0	7	21	66	20	42	42	25	23	9	0	31	22	37	53	0	31	0	0	22	22	11	7	2	0	0	73	159	30	40	33	0	0	15	0	17	12	33	18	31	52	62	40	25	18	39	12	0	9	18	28	55	44	35	21	20	8	18	7	8	0	14	16	33	52	77	49	28	17	0	6	8	2	2	25	15	16	21	17	13	22	4	3	4	1	18	10	36	29	29	63	26	22	16	9	0	2	0	56	43	86	37	26	29	21	12	4	6	3	1	3	44	52	33	65	13	13
bn_ASV_000026	62	54	45	68	0	0	0	0	0	16	0	45	99	67	51	49	24	21	22	0	29	0	45	0	60	63	42	0	45	25	36	19	17	14	28	38	46	93	66	16	40	17	22	16	41	5	60	54	80	34	69	47	9	0	13	0	30	35	86	57	85	59	79	80	0	37	24	24	3	35	40	75	102	125	54	6	10	26	14	10	10	23	36	63	80	77	62	29	9	15	11	8	4	19	43	38	51	52	39	18	4	16	4	0	0	0	35	30	31	0	10	0	0	0	0	0	0	0	35	44
bn_ASV_000036	88	229	129	122	7	12	0	0	0	3	0	0	0	88	21	100	72	8	0	0	0	9	0	30	35	53	193	85	65	55	0	0	0	0	15	1	36	28	221	49	6	5	0	0	0	7	7	2	9	122	166	45	7	16	0	0	9	3	5	6	9	229	10	85	50	29	0	0	3	20	11	1	3	9	18	4	30	13	0	0	1	12	9	4	6	85	43	19	41	16	0	0	1	23	6	7	5	61	61	18	48	5	0	0	0	32	0	1	0	15	75	0	87	0	2	0	2	0	3	2
ep_ASV_00056	269	48	86	12	0	0	0	0	0	0	0	0	12	40	0	0	0	0	0	0	146	0	0	10	100	28	23	0	0	0	0	0	0	0	0	1	39	113	25	0	0	0	2	13	0	30	8	0	1	33	85	0	0	0	0	0	0	2	11	19	189	49	74	0	0	0	0	0	1	0	0	0	142	243	127	22	0	0	0	0	0	0	19	0	16	66	72	5	0	0	4	0	0	2	19	9	2	76	0	0	0	0	0	0	0	3	7	44	31	28	37	0	0	0	0	0	0	0	3	2
ep_ASV_00126	26	52	2	11	0	0	0	0	11	0	7	23	18	36	0	0	0	0	0	0	5	14	18	21	86	17	35	6	0	0	0	0	0	19	0	9	39	19	15	0	0	0	0	0	0	0	16	86	10	14	28	28	0	0	0	0	0	0	6	62	87	10	7	0	0	0	0	0	0	0	27	71	32	12	3	21	4	0	0	0	0	0	36	0	3	8	6	0	0	0	0	0	0	0	4	46	30	11	0	7	0	0	0	0	0	1	0	35	10	0	4	12	0	0	0	0	0	0	0	42
bn_ASV_000133	28	18	6	13	0	0	0	0	0	18	0	26	20	23	0	22	5	14	0	0	16	0	18	0	39	20	15	0	3	12	0	3	7	17	19	22	9	27	14	11	16	7	7	1	9	6	15	15	10	17	12	10	0	0	0	0	2	2	12	18	13	9	10	14	0	0	4	6	0	13	9	8	19	18	13	9	3	4	4	2	4	7	16	12	11	15	13	10	1	1	3	1	0	3	13	19	13	10	3	4	0	0	2	0	0	0	15	10	0	0	7	0	0	0	0	0	0	0	11	10
bn_ASV_000092	37	24	12	19	0	0	0	0	9	11	0	14	33	22	15	0	0	0	3	0	7	0	19	16	25	20	14	0	0	9	0	1	0	13	13	20	17	67	0	27	44	9	12	6	15	0	25	19	41	8	13	15	2	0	0	0	0	3	14	9	20	19	11	19	0	4	0	3	0	5	25	38	37	63	20	11	10	2	0	1	3	3	15	26	22	19	12	11	6	6	1	2	2	3	8	18	27	17	12	4	1	2	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	14	15
bn_ASV_000184	14	22	4	9	0	0	0	0	0	0	0	11	25	20	0	32	1	9	0	0	7	0	19	0	25	20	11	0	11	4	0	0	0	10	3	8	5	10	0	0	6	8	3	0	5	0	9	3	9	11	5	19	0	0	0	0	0	2	22	13	16	7	12	11	0	10	1	0	0	0	7	11	16	15	8	0	3	7	1	0	0	0	3	5	10	11	9	5	0	4	1	0	0	2	7	5	11	8	4	4	0	3	2	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	7	12
bn_ASV_000221	14	8	5	0	0	0	0	0	4	15	12	19	14	9	6	0	0	0	0	0	4	2	22	6	15	4	5	0	0	0	0	0	0	6	5	13	5	11	0	4	0	5	4	0	6	9	16	7	12	8	0	4	0	0	0	0	0	10	14	15	15	8	3	0	0	0	2	3	0	6	19	14	18	12	2	3	1	2	1	2	1	5	12	11	16	7	6	1	1	3	2	1	1	1	7	7	10	3	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	9	12
bn_ASV_000331	12	8	3	0	0	0	0	0	0	6	0	7	9	6	4	0	0	0	0	0	0	0	9	6	13	7	2	0	0	2	0	0	0	2	7	8	5	9	2	42	3	0	1	0	0	1	5	5	4	0	0	0	0	0	0	0	0	1	5	4	4	0	3	0	0	3	0	0	0	0	2	11	11	10	3	0	0	1	0	0	0	1	5	7	4	7	3	0	0	1	2	0	0	0	1	4	8	4	1	0	0	0	1	0	0	0	5	0	1	0	1	0	0	0	2	0	0	0	0	2
bp_ASV_000041	23	11	24	0	7	0	0	0	23	66	89	113	79	41	38	15	18	8	0	0	46	0	63	55	53	37	0	0	0	23	4	9	23	33	0	86	87	46	20	53	43	21	9	8	56	114	58	99	59	33	15	13	0	9	5	1	0	18	57	34	53	20	26	17	15	32	13	0	12	18	35	70	56	33	32	39	19	10	3	0	0	35	40	56	24	36	38	22	26	0	9	9	31	56	17	64	83	75	49	10	8	29	7	4	17	23	40	92	79	22	31	14	6	15	2	8	9	14	16	61
bp_ASV_000092	28	16	28	0	18	0	0	0	13	14	25	24	39	41	6	8	8	0	0	0	31	8	21	31	19	29	0	0	0	14	11	4	0	14	0	28	83	63	25	31	34	18	9	6	13	26	12	31	37	49	10	11	0	3	7	0	0	5	16	0	28	16	17	14	0	0	0	0	0	5	25	26	21	40	20	15	7	0	0	0	0	0	9	0	0	42	22	12	6	13	13	5	15	12	13	39	27	42	91	5	5	1	4	2	10	17	18	29	15	15	17	5	13	13	1	0	5	0	9	21
bn_ASV_000361	10	15	5	18	0	0	0	0	0	4	0	2	19	4	3	0	0	0	0	0	0	0	0	7	12	0	1	0	0	0	0	0	0	9	3	9	24	3	6	0	0	0	0	0	0	4	8	4	0	1	4	9	0	0	0	0	0	0	4	9	2	2	0	9	0	0	0	0	0	0	6	5	3	11	0	0	0	0	0	0	0	0	4	12	3	7	0	0	0	0	0	0	0	0	3	4	2	6	2	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0	0	0	0	0	4	3
ep_ASV_00073	9	38	6	1	0	0	3	0	9	20	13	33	12	0	0	6	0	0	0	0	4	0	31	18	22	26	1	0	0	0	19	0	8	53	0	22	26	8	15	11	0	9	3	0	0	32	17	48	7	37	4	0	0	0	2	0	0	15	2	31	9	6	20	0	0	12	6	3	6	5	38	38	29	39	22	18	0	4	0	0	0	0	7	8	9	45	10	85	2	1	7	0	15	33	3	49	64	54	0	34	13	0	6	2	15	78	24	5	36	10	22	68	5	2	3	7	5	0	8	13
bp_ASV_000080	13	14	11	0	9	0	0	0	6	25	48	41	47	45	12	0	0	0	0	0	29	0	28	23	27	12	12	0	0	0	0	0	14	6	0	77	44	35	0	26	16	0	12	0	17	39	36	28	51	26	15	0	0	5	2	0	0	10	18	0	46	21	34	13	0	15	0	0	0	10	20	49	46	48	48	22	11	0	0	0	0	32	21	35	10	22	28	19	12	0	7	0	23	21	15	45	40	37	24	9	2	7	0	0	8	6	10	34	53	29	27	15	2	3	0	0	11	7	8	39
ep_ASV_00037	65	151	81	47	0	0	0	1	6	13	26	69	76	62	0	0	0	4	3	43	138	1	10	98	100	64	19	0	0	5	4	0	15	15	0	24	125	91	18	0	0	4	5	8	0	10	26	62	102	105	27	31	0	0	0	0	13	54	66	73	120	72	53	0	3	0	0	0	27	9	53	80	123	228	40	16	0	3	0	0	0	0	42	8	59	69	25	3	2	0	2	0	0	9	7	44	119	75	0	0	0	0	0	0	2	8	56	45	44	50	55	0	1	0	0	4	5	0	2	73
bp_ASV_000221	19	5	0	0	0	0	0	0	5	18	17	21	21	0	9	0	3	0	0	0	19	0	6	26	8	2	8	0	0	0	0	3	0	5	0	11	9	11	0	3	0	2	1	0	7	13	14	18	9	11	5	0	0	0	0	0	0	12	16	0	12	6	5	0	0	0	0	3	0	6	21	28	22	10	0	0	0	0	0	0	0	3	2	2	0	27	10	2	4	0	1	0	12	5	6	11	15	8	0	3	0	0	2	0	5	5	9	11	12	5	3	0	0	0	0	0	0	5	6	15
ep_ASV_00338	19	33	3	9	0	0	0	0	0	0	7	11	17	4	0	0	0	0	0	0	2	3	0	11	0	7	6	0	4	5	0	0	0	3	0	3	14	13	3	0	0	0	0	0	0	2	4	0	9	17	1	9	0	0	0	0	11	8	17	3	11	0	0	0	4	0	0	0	12	2	12	2	17	2	2	1	0	3	0	0	0	0	6	7	0	8	2	0	0	0	0	0	0	3	1	3	11	3	0	0	0	0	0	0	1	0	13	9	23	1	0	0	0	0	0	0	5	0	3	11
en_ASV_01234	12	22	10	4	0	0	0	0	0	0	8	5	19	13	7	0	0	0	0	0	0	0	8	9	16	0	14	0	0	0	0	0	0	0	6	4	3	1	0	0	0	0	0	0	0	0	1	4	5	3	5	0	0	0	0	0	0	3	10	11	15	0	0	15	9	11	0	0	0	0	10	6	11	21	1	2	8	4	0	0	0	0	5	5	8	6	2	4	2	3	0	0	0	0	4	6	4	5	1	0	3	1	0	0	0	0	2	7	0	0	3	0	0	0	0	0	0	0	0	5
ep_ASV_00081	32	22	52	14	0	0	0	0	0	0	4	30	38	4	0	0	0	0	0	0	72	26	11	34	16	3	20	0	0	0	0	0	0	0	0	1	12	5	5	51	0	0	0	0	0	0	2	3	3	2	34	0	0	0	0	0	0	0	8	44	5	36	52	0	0	0	0	0	0	0	0	39	39	40	243	0	0	0	0	0	0	63	0	4	13	45	135	68	0	0	0	0	0	0	0	6	20	67	0	9	0	0	0	0	0	0	0	74	4	8	29	28	3	0	0	0	0	0	0	8
ep_ASV_00127	42	12	7	17	0	0	0	0	10	29	1	19	45	5	0	0	0	0	0	0	20	0	0	68	43	11	5	0	0	0	0	0	0	1	0	12	28	37	6	0	0	0	0	0	0	0	13	0	12	19	4	22	0	0	0	0	0	7	17	23	12	0	16	0	0	0	0	0	1	0	29	32	20	29	15	1	0	0	0	0	0	14	1	1	16	9	12	17	0	0	0	0	0	0	4	18	46	18	0	0	0	0	0	8	1	2	15	15	0	4	7	0	4	0	0	0	0	0	1	22
bp_ASV_000348	11	10	2	0	0	0	0	0	0	8	9	17	18	0	0	0	0	0	0	0	0	0	1	10	22	4	4	0	0	0	0	0	0	2	0	0	11	8	0	1	0	0	0	0	0	0	11	10	9	0	5	0	0	5	0	0	0	0	9	0	7	0	7	0	0	0	0	0	0	0	0	14	21	13	13	0	0	0	0	0	0	0	11	18	5	20	0	2	1	0	0	0	0	0	6	0	8	12	0	2	0	0	0	0	0	1	2	7	8	8	10	0	0	0	0	0	0	0	1	7
ep_ASV_00087	17	0	12	0	0	0	0	0	0	0	3	58	18	0	0	0	0	0	0	0	8	0	0	16	26	22	0	0	0	0	0	0	0	0	0	31	12	8	0	0	0	0	0	0	0	0	24	0	91	17	8	0	0	0	0	0	0	0	45	19	16	0	11	0	0	0	0	0	0	0	19	2	7	18	12	5	35	0	0	0	0	0	379	227	78	13	3	7	0	0	0	0	0	0	6	0	50	17	0	0	0	0	0	0	0	0	0	24	79	21	9	27	8	0	0	0	0	0	18	34
ep_ASV_00413	31	29	3	1	0	0	0	0	1	5	2	7	34	0	0	0	0	7	0	0	3	0	1	2	27	1	0	0	0	0	2	0	0	2	0	3	15	18	3	0	0	0	2	3	0	0	2	0	5	20	12	0	0	0	0	0	0	2	5	11	6	0	3	0	0	0	0	0	0	2	2	5	40	6	9	4	0	5	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	9	4	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	11
bp_ASV_000361	13	8	0	12	0	0	0	0	0	5	6	6	12	3	3	0	0	0	0	0	8	0	0	6	6	0	4	0	0	0	0	0	0	1	0	13	16	0	0	0	0	0	0	0	0	0	0	5	3	7	13	19	0	5	0	0	0	0	7	0	0	3	0	13	0	0	0	0	0	0	19	13	0	28	0	0	1	0	0	0	0	0	7	16	5	5	5	0	0	0	0	0	0	0	0	6	9	3	0	0	0	0	0	0	0	0	1	10	16	16	3	0	0	0	0	0	0	0	2	6
bp_ASV_000402	0	5	0	0	0	0	0	0	0	0	4	7	9	17	0	0	0	0	0	0	29	8	0	7	10	11	4	0	0	0	0	0	0	0	0	0	15	15	10	1	0	0	0	0	0	0	5	4	19	0	4	10	0	2	0	0	0	0	0	0	10	12	9	0	0	0	0	0	0	0	0	12	40	14	11	0	0	0	0	0	0	0	3	0	5	11	13	7	0	0	0	0	0	0	0	7	9	13	0	0	0	0	0	0	0	0	5	8	5	3	8	0	4	0	0	0	0	0	0	5
ep_ASV_00246	16	0	4	0	0	0	0	0	0	0	8	7	28	0	0	0	0	0	0	0	5	0	0	40	5	5	4	0	0	0	0	0	0	0	0	0	30	37	3	0	0	0	0	0	0	0	9	47	20	8	14	7	0	0	0	0	0	0	17	26	29	30	10	0	0	0	0	0	0	0	3	43	36	17	0	0	0	0	0	0	0	0	0	2	8	3	1	0	0	0	0	0	0	0	0	4	13	18	0	0	0	0	0	2	0	0	8	15	27	3	10	0	0	0	0	0	0	0	4	15
